run_id,seed,scenario,status,di,spd,max_demographic_parity_difference,max_demographic_parity_attribute,aod,eod,realism_amp_level,realism_amp_spearman,realism_int_level,realism_int_spearman,pdf_parity_pass,pdf_parity_max_delta,pdf_anchors_pass,pdf_stub,has_disclaimer_privacy,render_engine,render_mode,tectonic_mode,cache_digest,chain_pass,chain_first,chain_last,signatures_pass,evidence_encryption_pass,evidence_sha256,compliance_compliant,metrics_bands_pass,adverse_action_present,intersectional_fairness_present,intersectional_worst_case_pair,intersectional_worst_case_air,cert_statuses_pass,lc11_contract_certification_pass,training_convergence_amp_status,training_convergence_amp_criteria_met,training_convergence_amp_generator_converged,training_convergence_amp_discriminator_converged,training_convergence_int_status,training_convergence_int_criteria_met,training_convergence_int_generator_converged,training_convergence_int_discriminator_converged
20260802T203756Z,23,03_outliers,pass,1.002741270316937,0.0015368553267917084,0.0471734393026535,race,,,full,0.8719717724774203,full,0.8686175008021095,True,0.00025872968306295263,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,8dc057df61c41ff20298790e8ef52828d1eba2eebc45402ce99f6ca089c845cb,True,True,False,True,male|other,0.860918768085986,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T203756Z,23,04_security,pass,0.991385861753119,-0.004895106349717682,0.07443769893969099,race,,,full,0.8727253697724132,full,0.8741332758938537,True,0.00038586175311905446,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,64e658936759f2dd90f8e2d2b31a3b6d86ea03dd23524d2e8b7acd59c5d34ffd,True,True,False,True,female|hispanic,0.8745225974025974,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204102Z,42,01_balanced,pass,0.9914129684756182,-0.0049023633181697335,0.029045868298204658,race,,,full,0.8597187490748147,full,0.8570992756948994,True,0.00041296847561822503,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,59f9a63fafe56bbe1feb493201a67bb59163c27cbda6aec6498670e9e13c2b35,True,True,False,True,male|asian,0.9568704102882611,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204102Z,42,02_gender_bias,pass,0.6501857647467926,-0.1957227410502171,0.1957227410502171,gender,,,full,0.8770115591590876,full,0.8766515053659576,True,0.0001857647467925494,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,9c4626864f88bd5ae82aa5e16a9a6e77d1b55d83df280c71b836cd3f55daa8d2,False,True,True,True,female|white,0.6113118085346579,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204102Z,42,03_outliers,pass,1.0005560530767295,0.00030407784392805226,0.05864345738295318,race,,,full,0.868313988768029,full,0.8660257443176355,True,0.00044394692327043295,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,7e4438544d5a63a9018e3b037c76836f88523268a234f543922a74ab8d028b1b,True,True,False,True,female|other,0.9327106366755624,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204102Z,42,04_security,pass,1.0085358433994307,0.004837781353852377,0.046975701533165215,race,,,full,0.8642427734916676,full,0.8596304153593235,True,0.00046415660056919883,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,9e0236d7d4a6679ddf32e00f3b9a396ac667fd3b61ebfc948a11d1f156dadb4c,True,True,False,True,female|other,0.8940675144816566,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204323Z,101,01_balanced,pass,0.9916150418739658,-0.004752138590386701,0.06738839332785052,race,,,full,0.8664040331934209,full,0.8649406211426232,True,0.0003849581260342294,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,9e2052fbb4cf3c39131523db873ea5df9d8efe9266b97c66781905617ae2b7ab,True,True,False,True,male|other,0.9421352787721468,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204323Z,101,02_gender_bias,pass,0.6500890344041834,-0.19450476425616586,0.19450476425616586,gender,,,full,0.8685189847969542,full,0.8692707984826832,True,8.903440418339681e-05,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,9fdcf3861694860ebb7b3888a334ba992da60c72eae29689cd1fad91930ae630,False,True,True,True,female|asian,0.5326046511627907,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204323Z,101,03_outliers,pass,0.9874593719921325,-0.007194877951180456,0.021566539871846202,race,,,full,0.86315563974676,full,0.8643039507942414,True,0.000459371992132529,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,cac994623b05f855a7935598d908e60805d25dacb0152f8282468ed65cc00e57,True,True,False,True,female|asian,0.9466664266685867,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204323Z,101,04_security,pass,1.0086297565545956,0.004932732482435642,0.04197219939021668,race,,,full,0.8631687066930233,full,0.8629384059120666,True,0.00037024344540426135,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,401a02d04f63aaf44c804eb74fed98faa4bb810068cb849f9c778defd8abb44c,True,True,False,True,male|asian,0.898671913428431,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204417Z,1337,01_balanced,pass,1.0087255226128806,0.004864797048348413,0.05465889783190703,race,,,full,0.8579997653140734,full,0.8602369977531172,True,0.00027447738711927627,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,449535c3f8ea03250735cfd828010de75a4e14b7953fa5c53c4797d499207ac2,True,True,False,True,female|hispanic,0.9431299294312991,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204417Z,1337,02_gender_bias,pass,0.6496604966979815,-0.19888268746402793,0.19888268746402793,gender,,,full,0.8620607397259002,full,0.8616318432212464,True,0.00033950330201848455,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,9d34b90789187e944c7b7c970ca66556a80ab8bc7c899c2580bf2967aec56521,False,True,True,True,female|asian,0.6052554866114189,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204417Z,1337,03_outliers,pass,0.9554959034136947,-0.02611809671558185,0.044117647058823595,race,,,full,0.8724448452380753,full,0.8713911727064168,True,0.0004959034136947649,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,530a16d151ca16d5bc9ab65c1f4d0d03e1b11492d000b1936b13c8860832f20f,True,True,False,True,female|other,0.8570195449781122,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204417Z,1337,04_security,pass,1.0081791205276018,0.004615219182106722,0.04559031523889767,race,,,full,0.8662340033352247,full,0.8649057656060947,True,0.00017912052760182817,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,9d9272cb1e33f53cb7f68b2c7c90414f942d8ca84f5a271cd0b49f8c736d9781,True,True,False,True,female|asian,1.0435776647195527,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204430Z,2025,01_balanced,pass,0.9990126808358636,-0.0005529791652495453,0.010847275947243329,race,,,full,0.8623399629644756,full,0.8594396463200465,True,1.2680835863587703e-05,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,536cefede113a96d418cd2ba53622cf645c63f879383308de6b607f1ceba82c7,True,True,False,True,male|other,0.932184005421891,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204430Z,2025,02_gender_bias,pass,0.6502576516441382,-0.19827040492699688,0.19827040492699688,gender,,,full,0.8692345369495363,full,0.8687327029728087,True,0.0002576516441381571,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,07e986c236156a370c2a9ab9fa50e307b47a5671a6dafb3864f81f1f548f5697,False,True,True,True,female|white,0.6196680977128367,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204430Z,2025,03_outliers,pass,0.9849978659837814,-0.008436843684368478,0.02290832856870595,race,,,full,0.8692912065889843,full,0.8687593193779631,True,2.1340162186245237e-06,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,f45db40c8c8ba4415b1d33fa92d5b038e11c02dcf4a3adeeaca966c4f146d9e9,True,True,False,True,female|asian,0.9148195351403906,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204430Z,2025,04_security,pass,0.9913103608022672,-0.004897923134670856,0.06952589166620626,race,,,full,0.877674298207635,full,0.8802015147392692,True,0.00031036080226720664,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,66fa69c01a1c92aa1497e6677c7181360fd93c970562101361fc3c42126f1f08,True,True,False,True,female|asian,0.9310264203881227,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204644Z,4096,01_balanced,pass,0.9917193850275268,-0.0047162211222256945,0.04249977795309323,race,,,full,0.8669717955335089,full,0.8654562551348871,True,0.0002806149724732254,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,3a1a024df13aabb71d14259d92f67cc082fb8804c948facd9fa3c3c49db14f8d,True,True,False,True,female|asian,0.975,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204644Z,4096,02_gender_bias,pass,0.6501941696863782,-0.19825622895951533,0.19825622895951533,gender,,,full,0.8719476856278939,full,0.8681548409140339,True,0.00019416968637819831,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,218ea4bf76dd7bacf76377b217706dba45e0217420940aeeac8da23e1cd0c793,False,True,True,True,female|white,0.6089042992365478,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204644Z,4096,03_outliers,pass,1.0293515124328927,0.01643916724008254,0.04656340409319826,race,,,full,0.8684231595409546,full,0.8680506050060114,True,0.00035151243289277545,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,2d6543f6996440e2c864d5e70c14c519b9532cce3b6ef64e5ba2090eca8ad4a7,True,True,False,True,female|asian,0.9156466934599928,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204644Z,4096,04_security,pass,1.0089664508205873,0.004935928953352597,0.047453065182138876,race,,,full,0.8692639047061079,full,0.8700254343141527,True,3.354917941256197e-05,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,d2dcb6520ee6fe70b73805caab1fd86b2ece81d08614451282bb0862da92fc74,True,True,False,True,male|asian,0.9318181818181819,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204902Z,8191,01_balanced,pass,1.0084211946973698,0.004632331858769545,0.03621747323683899,race,,,full,0.8658863115282852,full,0.8632520667181545,True,0.00042119469736978665,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,371ba7ec372529784b9f000754ac18919ba2e5a6fdc91cea192bd558ea450f64,True,True,False,True,female|black,0.9892023959646912,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204902Z,8191,02_gender_bias,pass,0.6503443916781653,-0.19830366751883366,0.19830366751883366,gender,,,full,0.865230097653937,full,0.8615204689933237,True,0.00034439167816524563,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,a046fc65c116dad959fb5b84099fe7550c7d8a46fcff7b66e0469aef3858fb88,False,True,True,True,female|white,0.6093407842141148,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204902Z,8191,03_outliers,pass,0.9959455572667282,-0.002316590207081748,0.01643570615272716,race,,,full,0.8685398008675905,full,0.8695193151812158,True,5.444273327182003e-05,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,5ea9dc69ad6db16068944bd9995c9a4a336630be791d3ac224b36ed76dceaded,True,True,False,True,female|other,0.9454649827784155,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204902Z,8191,04_security,pass,0.9915840137359127,-0.004719058543979582,0.06481226781407179,race,,,full,0.8793358711298083,full,0.8772581238711507,True,0.0004159862640873424,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,5e01fdd4e6fdaaf91b32f06020e0a091d066919514a5646262efa84c84a80c1f,True,True,False,True,male|hispanic,0.9333247189559375,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204926Z,314159,01_balanced,pass,1.0085482864387532,0.004942500251335358,0.0488889856460718,race,,,full,0.8694202834976522,full,0.8711724183872526,True,0.000451713561246736,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,6b78487d6d7847fe81236a6bf1643ce3d5dbf66ee55d484a45933244930e878b,True,True,False,True,female|other,0.9149087221095333,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204926Z,314159,02_gender_bias,pass,0.6498000937159283,-0.19545721399436994,0.19545721399436994,gender,,,full,0.8635913791300251,full,0.8628822741796095,True,0.00019990628407173805,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,dd2ef42747304fc8f21df5bb2a6d32d1d699652cc2af1d94c66ec1fcd1b410e5,False,True,True,True,female|asian,0.608859542602712,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204926Z,314159,03_outliers,pass,0.9983397968389358,-0.000906889286546253,0.0483516483516484,race,,,full,0.8665626863790126,full,0.8687899858197948,True,0.00033979683893581303,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,1bf8759a7a01e396371550832e5ff14a2cc7d69ad189c56a9d24e9f5ae4794c6,True,True,False,True,female|other,0.8919464014366625,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
20260802T204926Z,314159,04_security,pass,1.0085964780327452,0.004718083019573105,0.041145166127028565,race,,,full,0.858068276291757,full,0.8582294494461943,True,0.00040352196725468303,True,False,False,typst,offline,,,True,data_profiling_certificate_amplification.json,regulatory_alignment_certificate.json,True,True,75f647ea8b59edd9470ac006d1fe63e36afe9cf131898544844e3e4328f3156a,True,True,False,True,female|asian,0.9716516720420981,True,True,valid,not_applicable,not_applicable,not_applicable,valid,not_applicable,not_applicable,not_applicable
